"Protocol","Cohort","Arm","Patients","Enroll_Start","Enroll_End","Country","Center"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-011"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-012"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-013"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-014"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-015"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-016"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-017"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-018"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-019"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-020"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-021"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-022"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-023"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-024"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-025"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-026"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-027"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-028"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-029"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-030"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-031"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-032"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-033"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-034"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-035"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-036"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-037"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-038"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-039"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-040"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-041"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-042"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-043"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-044"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-045"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-046"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-047"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-048"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-049"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-050"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-051"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-052"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-053"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-054"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-055"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-056"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-057"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-058"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-059"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-060"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-061"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-062"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-063"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-064"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-065"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-066"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-067"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-068"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-069"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-070"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-071"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-072"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-073"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-074"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-075"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-076"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-077"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-078"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-079"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-080"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-081"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-082"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-083"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-084"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-085"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-086"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-087"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-088"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-089"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-090"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-091"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-092"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-093"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-094"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-095"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-096"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-097"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-098"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-099"
"VAC-002","C1","FIXED",100,2024-09-01,2025-03-30,"USA","VAC-002-100"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","MSK-001"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","MDA-001"
"ONC-003","C1","TITR",8,2024-03-15,2024-10-26,"USA","DF-001"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-001"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-002"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-003"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-004"
"ONC-003","C1","TITR",8,2024-03-15,2024-10-26,"USA","ONC-003-005"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-006"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-007"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-008"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-009"
"ONC-003","C1","TITR",8,2024-03-15,2024-10-26,"USA","ONC-003-010"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-011"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-012"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-013"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-014"
"ONC-003","C1","TITR",8,2024-03-15,2024-10-26,"USA","ONC-003-015"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-016"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-017"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-018"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-019"
"ONC-003","C1","TITR",8,2024-03-15,2024-10-26,"USA","ONC-003-020"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-021"
"ONC-003","C1","TITR",7,2024-03-15,2024-10-26,"USA","ONC-003-022"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-001"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-002"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","MAYO-001"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","CC-001"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","UCSF-001"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-001"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-002"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-003"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-004"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-005"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-006"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-007"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-008"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-009"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-010"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-011"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-012"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-013"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-014"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-015"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-016"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-017"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-018"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-019"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-020"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-021"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-022"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-023"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-024"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-025"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-026"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-027"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-028"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-029"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-030"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-031"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-032"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-033"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-034"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-035"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-036"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-037"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-038"
"IM-002","C1","FIXED",6,2024-01-10,2024-10-18,"USA","IM-002-039"
"IM-002","C1","FIXED",7,2024-01-10,2024-10-18,"USA","IM-002-040"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-001"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-002"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-003"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-004"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-005"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-006"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-007"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-008"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-009"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-010"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-011"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-012"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-013"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-014"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-015"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-016"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-017"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-018"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-019"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-020"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-021"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-022"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-023"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-024"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-025"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-026"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-027"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-028"
"II-003","C1","FIXED",8,2024-06-01,2025-01-05,"USA","II-003-029"
"II-003","C1","FIXED",7,2024-06-01,2025-01-05,"USA","II-003-030"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-001"
"VAC-004","C1","TITR",9,2024-02-20,2024-05-25,"USA","VAC-004-001"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-002"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-003"
"VAC-004","C1","TITR",9,2024-02-20,2024-05-25,"USA","VAC-004-004"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-005"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-006"
"VAC-004","C1","TITR",9,2024-02-20,2024-05-25,"USA","VAC-004-007"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-008"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-009"
"VAC-004","C1","TITR",9,2024-02-20,2024-05-25,"USA","VAC-004-010"
"VAC-004","C1","TITR",8,2024-02-20,2024-05-25,"USA","VAC-004-011"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-001"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-001"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-002"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-003"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-004"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-005"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-006"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-007"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-008"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-009"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-010"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-011"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-012"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-013"
"ONC-007","C1","TITR",6,2024-07-15,2024-12-08,"USA","ONC-007-014"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","CCHMC-001"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-001"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-002"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-003"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-004"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-005"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-006"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-007"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-008"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-009"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-010"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-011"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-012"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-013"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-014"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-015"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-016"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-017"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-018"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-019"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-020"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-021"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-022"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-023"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-024"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-025"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-026"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-027"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-028"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-029"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-030"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-031"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-032"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-033"
"VAC-008","C1","FIXED",8,2024-01-05,2024-05-24,"USA","VAC-008-034"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-001"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-002"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-003"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-004"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-005"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-006"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-007"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-008"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-009"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-010"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-011"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-012"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-013"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-014"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-015"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-016"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-017"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-018"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-019"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-020"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-021"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-022"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-023"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-024"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-025"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-026"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-027"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-028"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-029"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-030"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-031"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-032"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-033"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-034"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-035"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-036"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-037"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-038"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-039"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-040"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-041"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-042"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-043"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-044"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-045"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-046"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-047"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-048"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-049"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-050"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-051"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-052"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-053"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-054"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-055"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-056"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-057"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-058"
"IM-009","C1","FIXED",9,2023-11-01,2024-03-26,"USA","IM-009-059"
"IM-009","C1","FIXED",8,2023-11-01,2024-03-26,"USA","IM-009-060"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-001"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-002"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-003"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-004"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-005"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-006"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-007"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-008"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-009"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-010"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-011"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-012"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-013"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-014"
"II-010","C1","FIXED",8,2024-05-20,2025-01-11,"USA","II-010-015"
