"Protocol","Cohort","Arm","Patients","Enroll_Start","Enroll_End","Country","Center"
"SYN-003","C1","TITR",7,2024-02-14,2024-05-25,"USA","SYN-003-007"
"SYN-003","C1","TITR",7,2024-02-14,2024-05-25,"USA","SYN-003-008"
"SYN-003","C1","TITR",7,2024-02-14,2024-05-25,"USA","SYN-003-009"
"SYN-003","C1","TITR",7,2024-02-14,2024-05-25,"USA","SYN-003-010"
"SYN-003","C1","TITR",7,2024-02-14,2024-05-25,"USA","SYN-003-011"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-001"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-002"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-003"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-004"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-005"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-006"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-007"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-008"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-009"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-010"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-011"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-012"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-013"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-014"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-015"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-016"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-017"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-018"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-019"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-020"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-021"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-022"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-023"
"SYN-004","C1","FIXED",7,2024-09-01,2025-03-27,"USA","SYN-004-024"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-025"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-026"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-027"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-028"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-029"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-030"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-031"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-032"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-033"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-034"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-035"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-036"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-037"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-038"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-039"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-040"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-041"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-042"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-043"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-044"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-045"
"SYN-004","C1","FIXED",6,2024-09-01,2025-03-27,"USA","SYN-004-046"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-001"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-002"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-003"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-004"
"SYN-005","C1","FIXED",15,2024-02-19,2024-06-13,"USA","SYN-005-005"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-006"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-007"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-008"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-009"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-010"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-011"
"SYN-005","C1","FIXED",15,2024-02-19,2024-06-13,"USA","SYN-005-012"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-013"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-014"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-015"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-016"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-017"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-018"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-019"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-020"
"SYN-005","C1","FIXED",15,2024-02-19,2024-06-13,"USA","SYN-005-021"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-022"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-023"
"SYN-005","C1","FIXED",14,2024-02-19,2024-06-13,"USA","SYN-005-024"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-001"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-002"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-003"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-004"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-005"
"SYN-006","C1","TITR",6,2024-09-17,2024-10-31,"USA","SYN-006-006"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-007"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-008"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-009"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-010"
"SYN-006","C1","TITR",7,2024-09-17,2024-10-31,"USA","SYN-006-011"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-001"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-002"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-003"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-004"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-005"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-006"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-007"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-008"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-009"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-010"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-011"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-012"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-013"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-014"
"SYN-007","C1","FIXED",8,2024-01-20,2024-10-02,"USA","SYN-007-015"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-016"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-017"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-018"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-019"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-020"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-021"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-022"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-023"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-024"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-025"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-026"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-027"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-028"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-029"
"SYN-007","C1","FIXED",9,2024-01-20,2024-10-02,"USA","SYN-007-030"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-001"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-002"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-003"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-004"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-005"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-006"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-007"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-008"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-009"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-010"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-011"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-012"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-013"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-014"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-015"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-016"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-017"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-018"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-019"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-020"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-021"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-022"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-023"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-024"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-025"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-026"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-027"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-028"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-029"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-030"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-031"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-032"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-033"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-034"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-035"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-036"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-037"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-038"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-039"
"SYN-008","C1","FIXED",7,2023-08-09,2024-08-05,"USA","SYN-008-040"
"SYN-008","C1","FIXED",6,2023-08-09,2024-08-05,"USA","SYN-008-041"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-001"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-002"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-003"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-004"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-005"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-006"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-007"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-008"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-009"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-010"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-011"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-012"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-013"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-014"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-015"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-016"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-017"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-018"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-019"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-020"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-021"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-022"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-023"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-024"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-025"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-026"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-027"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-028"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-029"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-030"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-031"
"SYN-009","C1","FIXED",9,2024-03-20,2024-08-23,"USA","SYN-009-032"
"SYN-009","C1","FIXED",8,2024-03-20,2024-08-23,"USA","SYN-009-033"
"SYN-010","C1","TITR",20,2024-08-16,2025-02-20,"USA","SYN-010-001"
"SYN-010","C1","TITR",20,2024-08-16,2025-02-20,"USA","SYN-010-002"
"SYN-010","C1","TITR",20,2024-08-16,2025-02-20,"USA","SYN-010-003"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-001"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-002"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-003"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-004"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-005"
"SYN-011","C1","TITR",10,2023-04-29,2024-05-04,"USA","SYN-011-006"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-007"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-008"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-009"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-010"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-011"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-012"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-013"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-014"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-015"
"SYN-011","C1","TITR",10,2023-04-29,2024-05-04,"USA","SYN-011-016"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-017"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-018"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-019"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-020"
"SYN-011","C1","TITR",9,2023-04-29,2024-05-04,"USA","SYN-011-021"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-001"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-002"
"SYN-012","C1","FIXED",8,2024-03-26,2024-08-08,"USA","SYN-012-003"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-004"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-005"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-006"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-007"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-008"
"SYN-012","C1","FIXED",8,2024-03-26,2024-08-08,"USA","SYN-012-009"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-010"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-011"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-012"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-013"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-014"
"SYN-012","C1","FIXED",8,2024-03-26,2024-08-08,"USA","SYN-012-015"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-016"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-017"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-018"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-019"
"SYN-012","C1","FIXED",8,2024-03-26,2024-08-08,"USA","SYN-012-020"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-021"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-022"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-023"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-024"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-025"
"SYN-012","C1","FIXED",8,2024-03-26,2024-08-08,"USA","SYN-012-026"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-027"
"SYN-012","C1","FIXED",7,2024-03-26,2024-08-08,"USA","SYN-012-028"
"SYN-013","C1","TITR",7,2024-10-23,2025-01-01,"USA","SYN-013-001"
"SYN-013","C1","TITR",8,2024-10-23,2025-01-01,"USA","SYN-013-002"
"SYN-013","C1","TITR",7,2024-10-23,2025-01-01,"USA","SYN-013-003"
"SYN-013","C1","TITR",8,2024-10-23,2025-01-01,"USA","SYN-013-004"
"SYN-013","C1","TITR",7,2024-10-23,2025-01-01,"USA","SYN-013-005"
"SYN-013","C1","TITR",8,2024-10-23,2025-01-01,"USA","SYN-013-006"
"SYN-013","C1","TITR",7,2024-10-23,2025-01-01,"USA","SYN-013-007"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-001"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-002"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-003"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-004"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-005"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-006"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-007"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-008"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-009"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-010"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-011"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-012"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-013"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-014"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-015"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-016"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-017"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-018"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-019"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-020"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-021"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-022"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-023"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-024"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-025"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-026"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-027"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-028"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-029"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-030"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-031"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-032"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-033"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-034"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-035"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-036"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-037"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-038"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-039"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-040"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-041"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-042"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-043"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-044"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-045"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-046"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-047"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-048"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-049"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-050"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-051"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-052"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-053"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-054"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-055"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-056"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-057"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-058"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-059"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-060"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-061"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-062"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-063"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-064"
"SYN-014","C1","FIXED",6,2024-04-17,2024-11-22,"USA","SYN-014-065"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-066"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-067"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-068"
"SYN-014","C1","FIXED",5,2024-04-17,2024-11-22,"USA","SYN-014-069"
